image_id,image_filename,url,label,category,locator,prompt,x1,y1,x2,y2
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Dresses for sunny days,Text Area,Section title 'Dresses for sunny days',Click element: Section title 'Dresses for sunny days',820,370,1070,394
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Floral,Link,Floral dresses link,Click element: Floral dresses link,822,406,1132,522
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Sign in for the best experience,Text Area,Sign-in prompt text,Click element: Sign-in prompt text,1266,116,1342,132
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Sign in securely,Button,Sign-in button,Click element: Sign-in button,1266,76,1406,104
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Prime members save up to 80%,Banner/Alert,Amazon Pharmacy Prime member discount banner,Click element: Amazon Pharmacy Prime member discount banner,1194,514,1498,768
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Now on Amazon: Rebag,Text Area,Section title 'Now on Amazon: Rebag',Click element: Section title 'Now on Amazon: Rebag',80,808,338,836
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Gear up for outdoor fun,Text Area,Section title 'Gear up for outdoor fun',Click element: Section title 'Gear up for outdoor fun',452,808,712,836
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Summer beauty trends,Text Area,Section title 'Summer beauty trends',Click element: Section title 'Summer beauty trends',822,808,1068,836
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Refresh your beauty routine,Text Area,Section title 'Refresh your beauty routine',Click element: Section title 'Refresh your beauty routine',1194,808,1498,836
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Returns & Orders,Link,Returns & Orders link in the header,Click element: Returns & Orders link in the header,1402,16,1478,44
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Cart,Link,Shopping cart icon/link in the header,Click element: Shopping cart icon/link in the header,1502,24,1518,40
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Shop all,Button,Shop all button under 'Warm-weather looks',Click element: Shop all button under 'Warm-weather looks',452,732,498,748
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Shop now,Button,Shop now button under 'Dresses for sunny days',Click element: Shop now button under 'Dresses for sunny days',822,732,880,748
7,www.amazon.com_000_font_clean.png,https://www.amazon.com,Sponsored,Badge/Chip,Sponsored badge on the Amazon Pharmacy banner,Click element: Sponsored badge on the Amazon Pharmacy banner,1422,776,1482,790
19,www.amazon.com_001_clean.png,https://www.amazon.com,Fendi,Link,Fendi link in the top row,Click element: Fendi link in the top row,82,64,112,80
19,www.amazon.com_001_clean.png,https://www.amazon.com,Louis Vuitton,Link,Louis Vuitton link in the top row,Click element: Louis Vuitton link in the top row,246,64,314,76
19,www.amazon.com_001_clean.png,https://www.amazon.com,Fishing,Link,Fishing link in the top row,Click element: Fishing link in the top row,452,64,490,76
19,www.amazon.com_001_clean.png,https://www.amazon.com,Golf,Link,Golf link in the top row,Click element: Golf link in the top row,614,64,638,80
19,www.amazon.com_001_clean.png,https://www.amazon.com,Natural curls,Link,Natural curls link in the top row,Click element: Natural curls link in the top row,822,64,888,80
19,www.amazon.com_001_clean.png,https://www.amazon.com,Beach essentials,Link,Beach essentials link in the top row,Click element: Beach essentials link in the top row,984,64,1076,80
19,www.amazon.com_001_clean.png,https://www.amazon.com,Skincare,Link,Skincare link in the top row,Click element: Skincare link in the top row,1194,64,1238,76
19,www.amazon.com_001_clean.png,https://www.amazon.com,Makeup,Link,Makeup link in the top row,Click element: Makeup link in the top row,1354,64,1398,80
19,www.amazon.com_001_clean.png,https://www.amazon.com,Hermes,Link,Hermes link in the second row,Click element: Hermes link in the second row,82,222,238,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Jewelry,Link,Jewelry link in the second row,Click element: Jewelry link in the second row,246,222,286,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Paddlesports,Link,Paddlesports link in the second row,Click element: Paddlesports link in the second row,452,220,618,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Pickleball,Link,Pickleball link in the second row,Click element: Pickleball link in the second row,614,220,666,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Glowing skin,Link,Glowing skin link in the second row,Click element: Glowing skin link in the second row,822,222,888,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Wedding guest glam,Link,Wedding guest glam link in the second row,Click element: Wedding guest glam link in the second row,984,220,1092,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Fragrances,Link,Fragrances link in the second row,Click element: Fragrances link in the second row,1194,226,1254,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,New arrivals,Link,New arrivals link in the second row,Click element: New arrivals link in the second row,1354,220,1422,238
19,www.amazon.com_001_clean.png,https://www.amazon.com,Shop pre-loved finds,Button,Shop pre-loved finds button,Click element: Shop pre-loved finds button,82,270,200,290
19,www.amazon.com_001_clean.png,https://www.amazon.com,Shop all sports & outdoors,Button,Shop all sports & outdoors button,Click element: Shop all sports & outdoors button,452,272,606,288
19,www.amazon.com_001_clean.png,https://www.amazon.com,Shop now,Button,Shop now button,Click element: Shop now button,824,272,880,286
19,www.amazon.com_001_clean.png,https://www.amazon.com,Shop Luxury Stores,Button,Shop Luxury Stores button,Click element: Shop Luxury Stores button,1194,272,1306,286
19,www.amazon.com_001_clean.png,https://www.amazon.com,Crocs,Image,Image of black Crocs in best sellers,Click element: Image of black Crocs in best sellers,84,386,366,586
19,www.amazon.com_001_clean.png,https://www.amazon.com,Sunglasses,Image,Image of sunglasses in best sellers,Click element: Image of sunglasses in best sellers,872,386,1084,586
19,www.amazon.com_001_clean.png,https://www.amazon.com,White T-shirt,Image,Image of a white t-shirt in best sellers,Click element: Image of a white t-shirt in best sellers,720,386,880,586
19,www.amazon.com_001_clean.png,https://www.amazon.com,Black Shorts,Image,Image of black shorts in best sellers,Click element: Image of black shorts in best sellers,1266,386,1370,586
19,www.amazon.com_001_clean.png,https://www.amazon.com,Celsius,Image,Image of Celsius drinks in best sellers,Click element: Image of Celsius drinks in best sellers,88,688,358,900
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Fendi,Link,Fendi link in the top row,Click element: Fendi link in the top row,82,64,216,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Louis Vuitton,Link,Louis Vuitton link in the top row,Click element: Louis Vuitton link in the top row,246,64,318,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Fishing,Link,Fishing link in the top row,Click element: Fishing link in the top row,452,64,492,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Golf,Link,Golf link in the top row,Click element: Golf link in the top row,614,64,638,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Natural curls,Link,Natural curls link in the top row,Click element: Natural curls link in the top row,822,64,896,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Beach essentials,Link,Beach essentials link in the top row,Click element: Beach essentials link in the top row,984,64,1076,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Skincare,Link,Skincare link in the top row,Click element: Skincare link in the top row,1194,64,1242,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Makeup,Link,Makeup link in the top row,Click element: Makeup link in the top row,1354,64,1398,80
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Hermes,Link,Hermes link in the second row,Click element: Hermes link in the second row,82,226,224,242
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Jewelry,Link,Jewelry link in the second row,Click element: Jewelry link in the second row,246,226,290,242
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Paddlesports,Link,Paddlesports link in the second row,Click element: Paddlesports link in the second row,450,222,524,238
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Pickleball,Link,Pickleball link in the second row,Click element: Pickleball link in the second row,614,226,666,240
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Glowing skin,Link,Glowing skin link in the second row,Click element: Glowing skin link in the second row,822,226,888,242
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Wedding guest glam,Link,Wedding guest glam link in the second row,Click element: Wedding guest glam link in the second row,984,226,1096,242
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Fragrances,Link,Fragrances link in the second row,Click element: Fragrances link in the second row,1194,226,1254,242
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,New arrivals,Link,New arrivals link in the second row,Click element: New arrivals link in the second row,1354,222,1426,238
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Shop pre-loved finds,Button,Shop pre-loved finds button,Click element: Shop pre-loved finds button,82,274,208,290
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Shop all sports & outdoor,Button,Shop all sports & outdoor button,Click element: Shop all sports & outdoor button,452,272,614,290
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Shop now,Button,Shop now button,Click element: Shop now button,824,270,880,290
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Shop Luxury Stores,Button,Shop Luxury Stores button,Click element: Shop Luxury Stores button,1194,274,1314,290
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Crocs,Image,Image of black Crocs in best sellers section,Click element: Image of black Crocs in best sellers section,86,386,358,586
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,White Sneaker,Image,Image of white sneaker in best sellers section,Click element: Image of white sneaker in best sellers section,872,386,1088,586
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Black Socks,Image,Image of black socks in best sellers section,Click element: Image of black socks in best sellers section,872,386,1084,582
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Celsius,Image,Image of Celsius drinks in best sellers section,Click element: Image of Celsius drinks in best sellers section,88,692,358,900
25,www.amazon.com_001_font_clean.png,https://www.amazon.com,Nespresso Capsules,Image,Image of Nespresso capsules in best sellers section,Click element: Image of Nespresso capsules in best sellers section,394,844,442,884
37,www.amazon.com_002_clean.png,https://www.amazon.com,School supplies,Text,Text label under school supplies image,Click element: Text label under school supplies image,82,204,168,220
37,www.amazon.com_002_clean.png,https://www.amazon.com,Backpacks,Text,Text label under backpacks image,Click element: Text label under backpacks image,246,204,302,220
37,www.amazon.com_002_clean.png,https://www.amazon.com,Featured in Kitchen,Text,Heading for the 'Featured in Kitchen' section,Click element: Heading for the 'Featured in Kitchen' section,454,52,646,76
37,www.amazon.com_002_clean.png,https://www.amazon.com,Grades 1-2,Text,Text label under Grades 1-2 image,Click element: Text label under Grades 1-2 image,822,204,884,220
37,www.amazon.com_002_clean.png,https://www.amazon.com,Grades 3-5,Text,Text label under Grades 3-5 image,Click element: Text label under Grades 3-5 image,984,204,1044,220
37,www.amazon.com_002_clean.png,https://www.amazon.com,Under $25,Text,Text label under 'Under $25' price range,Click element: Text label under 'Under $25' price range,1192,218,1250,234
37,www.amazon.com_002_clean.png,https://www.amazon.com,Under $50,Text,Text label under 'Under $50' price range,Click element: Text label under 'Under $50' price range,1354,366,1418,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,Shop Back to School,Button,Button to shop back to school,Click element: Button to shop back to school,80,414,204,434
37,www.amazon.com_002_clean.png,https://www.amazon.com,Shop now,Button,Button to shop now,Click element: Button to shop now,1194,414,1250,430
37,www.amazon.com_002_clean.png,https://www.amazon.com,Best Sellers in Computers & Accessories,Text,Heading for 'Best Sellers in Computers & Accessories' section,Click element: Heading for 'Best Sellers in Computers & Accessories' section,82,494,494,518
37,www.amazon.com_002_clean.png,https://www.amazon.com,Ailun,Text,Brand name 'Ailun' on screen protector packaging,Click element: Brand name 'Ailun' on screen protector packaging,298,538,338,558
37,www.amazon.com_002_clean.png,https://www.amazon.com,iPad,Image,Image of an iPad,Click element: Image of an iPad,610,526,804,732
37,www.amazon.com_002_clean.png,https://www.amazon.com,Best Sellers in Home & Kitchen,Text,Heading for 'Best Sellers in Home & Kitchen' section,Click element: Heading for 'Best Sellers in Home & Kitchen' section,82,796,394,824
37,www.amazon.com_002_clean.png,https://www.amazon.com,TERRO,Text,Brand name 'TERRO' on liquid ant baits,Click element: Brand name 'TERRO' on liquid ant baits,306,836,366,856
37,www.amazon.com_002_clean.png,https://www.amazon.com,Glass Screen Protector,Image,Image of a glass screen protector,Click element: Image of a glass screen protector,254,526,458,732
37,www.amazon.com_002_clean.png,https://www.amazon.com,Grades 6-8,Text,Text label under Grades 6-8 image,Click element: Text label under Grades 6-8 image,822,366,882,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,Grades 9-12,Text,Text label under Grades 9-12 image,Click element: Text label under Grades 9-12 image,984,366,1052,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,Under $75,Text,Text label under 'Under $75' price range,Click element: Text label under 'Under $75' price range,1194,366,1250,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,Under $100,Text,Text label under 'Under $100' price range,Click element: Text label under 'Under $100' price range,1354,366,1418,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,School tech,Text,Text label under school tech image,Click element: Text label under school tech image,82,366,144,382
37,www.amazon.com_002_clean.png,https://www.amazon.com,Fashion,Text,Text label under fashion image,Click element: Text label under fashion image,246,366,290,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,School supplies,Text Area,School supplies text label under 'School essentials',Click element: School supplies text label under 'School essentials',82,204,168,220
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Backpacks,Text Area,Backpacks text label under 'School essentials',Click element: Backpacks text label under 'School essentials',246,204,302,220
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Featured in Kitchen,Banner/Alert,Featured in Kitchen banner,Click element: Featured in Kitchen banner,454,52,646,76
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Grades 1-2,Text Area,Grades 1-2 text label under 'Shop by grade',Click element: Grades 1-2 text label under 'Shop by grade',822,204,882,220
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Grades 3-5,Text Area,Grades 3-5 text label under 'Shop by grade',Click element: Grades 3-5 text label under 'Shop by grade',984,204,1048,220
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Under $25,Text Area,Under $25 text label under 'Shop college must-haves by price',Click element: Under $25 text label under 'Shop college must-haves by price',1194,218,1254,238
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Under $50,Text Area,Under $50 text label under 'Shop college must-haves by price',Click element: Under $50 text label under 'Shop college must-haves by price',1354,218,1418,238
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,School tech,Text Area,School tech text label under 'School essentials',Click element: School tech text label under 'School essentials',82,366,148,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Fashion,Text Area,Fashion text label under 'School essentials',Click element: Fashion text label under 'School essentials',246,366,290,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Shop Back to School,Button,Shop Back to School button under 'School essentials',Click element: Shop Back to School button under 'School essentials',82,414,204,430
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Shop now,Button,Shop now button under 'Featured in Kitchen',Click element: Shop now button under 'Featured in Kitchen',454,414,512,430
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Grades 6-8,Text Area,Grades 6-8 text label under 'Shop by grade',Click element: Grades 6-8 text label under 'Shop by grade',822,366,884,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Grades 9-12,Text Area,Grades 9-12 text label under 'Shop by grade',Click element: Grades 9-12 text label under 'Shop by grade',984,366,1052,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Under $75,Text Area,Under $75 text label under 'Shop college must-haves by price',Click element: Under $75 text label under 'Shop college must-haves by price',1194,366,1254,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Under $100,Text Area,Under $100 text label under 'Shop college must-haves by price',Click element: Under $100 text label under 'Shop college must-haves by price',1354,366,1422,382
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Ailun,Image,Ailun screen protector image,Click element: Ailun screen protector image,254,526,458,732
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,iPad,Image,iPad image in 'Best Sellers in Computers & Accessories',Click element: iPad image in 'Best Sellers in Computers & Accessories',618,526,800,732
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,GLASS,Image,GLASS screen protector image,Click element: GLASS screen protector image,84,526,458,736
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,TERRO,Image,TERRO liquid ant baits image,Click element: TERRO liquid ant baits image,298,828,450,900
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Pink water bottle,Image,Pink water bottle image in 'Best Sellers in Home & Kitchen',Click element: Pink water bottle image in 'Best Sellers in Home & Kitchen',606,828,740,900
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Glass food containers,Image,Glass food containers image in 'Best Sellers in Home & Kitchen',Click element: Glass food containers image in 'Best Sellers in Home & Kitchen',82,828,286,900
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,OFF,Badge/Chip,OFF badge on a product image,Click element: OFF badge on a product image,1450,836,1502,848
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,USB-C Hub,Image,USB-C Hub image in 'Featured in Kitchen',Click element: USB-C Hub image in 'Featured in Kitchen',638,132,752,322
43,www.amazon.com_002_font_clean.png,https://www.amazon.com,Headphones,Image,Headphones image in 'Shop by grade',Click element: Headphones image in 'Shop by grade',824,88,968,204
55,www.amazon.com_003_clean.png,https://www.amazon.com,0% APR for 60 months,Banner/Alert,Promotional banner for Nissan financing,Click element: Promotional banner for Nissan financing,306,172,1278,426
55,www.amazon.com_003_clean.png,https://www.amazon.com,Shop Now,Button,Button within the Nissan financing banner,Click element: Button within the Nissan financing banner,430,350,554,382
55,www.amazon.com_003_clean.png,https://www.amazon.com,Nissan Pathfinder,Text,Text label for the Nissan Pathfinder vehicle,Click element: Text label for the Nissan Pathfinder vehicle,712,362,852,398
55,www.amazon.com_003_clean.png,https://www.amazon.com,Nissan Rogue,Text,Text label for the Nissan Rogue vehicle,Click element: Text label for the Nissan Rogue vehicle,1008,366,1092,382
55,www.amazon.com_003_clean.png,https://www.amazon.com,Up to 50% off fashion on Haul,Banner/Alert,Banner promoting fashion deals on Haul,Click element: Banner promoting fashion deals on Haul,60,446,410,844
55,www.amazon.com_003_clean.png,https://www.amazon.com,Styles under $5,Card,Card displaying styles under $5,Click element: Card displaying styles under $5,82,502,230,638
55,www.amazon.com_003_clean.png,https://www.amazon.com,Women's fashion,Card,Card displaying women's fashion items,Click element: Card displaying women's fashion items,246,502,390,614
55,www.amazon.com_003_clean.png,https://www.amazon.com,Shop A+ tech for students,Banner/Alert,Banner promoting tech deals for students,Click element: Banner promoting tech deals for students,426,442,800,864
55,www.amazon.com_003_clean.png,https://www.amazon.com,Under $50,Card,Card displaying items under $50,Click element: Card displaying items under $50,450,502,594,638
55,www.amazon.com_003_clean.png,https://www.amazon.com,Under $100,Card,Card displaying items under $100,Click element: Card displaying items under $100,614,502,768,638
55,www.amazon.com_003_clean.png,https://www.amazon.com,Small space solutions,Banner/Alert,Banner promoting small space furniture and decor,Click element: Banner promoting small space furniture and decor,824,502,1132,808
55,www.amazon.com_003_clean.png,https://www.amazon.com,Shop small space furniture & decor,Button,Button to shop small space solutions,Click element: Button to shop small space solutions,824,828,1024,844
55,www.amazon.com_003_clean.png,https://www.amazon.com,School tech,Banner/Alert,Banner promoting school tech deals,Click element: Banner promoting school tech deals,1166,442,1522,864
55,www.amazon.com_003_clean.png,https://www.amazon.com,Computers & Tablets,Card,Card displaying computers and tablets,Click element: Card displaying computers and tablets,1194,502,1334,638
55,www.amazon.com_003_clean.png,https://www.amazon.com,Audio,Card,Card displaying audio products,Click element: Card displaying audio products,1354,502,1506,638
55,www.amazon.com_003_clean.png,https://www.amazon.com,Men's fashion,Card,Card displaying men's fashion items,Click element: Card displaying men's fashion items,82,662,234,776
55,www.amazon.com_003_clean.png,https://www.amazon.com,Best sellers,Card,Card displaying best selling items,Click element: Card displaying best selling items,246,662,394,776
55,www.amazon.com_003_clean.png,https://www.amazon.com,Shop early Prime Day deals,Button,Button to shop early Prime Day deals,Click element: Button to shop early Prime Day deals,82,828,246,844
55,www.amazon.com_003_clean.png,https://www.amazon.com,Under $250,Card,Card displaying items under $250,Click element: Card displaying items under $250,450,658,594,776
55,www.amazon.com_003_clean.png,https://www.amazon.com,Under $300,Card,Card displaying items under $300,Click element: Card displaying items under $300,614,662,768,776
55,www.amazon.com_003_clean.png,https://www.amazon.com,Accessories,Card,Card displaying accessories,Click element: Card displaying accessories,1190,662,1334,780
55,www.amazon.com_003_clean.png,https://www.amazon.com,4+ star picks,Card,Card displaying 4+ star rated products,Click element: Card displaying 4+ star rated products,1354,662,1502,776
55,www.amazon.com_003_clean.png,https://www.amazon.com,Stain & Soap Scum Resistant,Text,Text describing the product feature,Click element: Text describing the product feature,306,20,410,56
55,www.amazon.com_003_clean.png,https://www.amazon.com,Premium PVA,Text,Text indicating the product material,Click element: Text indicating the product material,968,112,1060,128
55,www.amazon.com_003_clean.png,https://www.amazon.com,FOR ZERO,Text,Text associated with the 'TRAP & LO' technology,Click element: Text associated with the 'TRAP & LO' technology,1442,44,1502,56
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,0% APR for 60 months,Banner/Alert,Promotional banner offering financing options,Click element: Promotional banner offering financing options,306,172,1278,426
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,SHOP NOW,Button,Button within the financing banner,Click element: Button within the financing banner,430,350,554,382
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Nissan Pathfinder,Image,Image of a Nissan Pathfinder vehicle,Click element: Image of a Nissan Pathfinder vehicle,674,216,944,346
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Nissan Rogue,Image,Image of a Nissan Rogue vehicle,Click element: Image of a Nissan Rogue vehicle,308,174,1278,426
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Sponsored,Badge/Chip,Sponsored badge near the Nissan vehicles,Click element: Sponsored badge near the Nissan vehicles,1194,426,1258,440
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Up to 50% off fashion on Haul,Banner/Alert,Banner promoting a fashion sale on Haul,Click element: Banner promoting a fashion sale on Haul,80,458,390,522
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Styles under $5,Card,Card displaying styles under $5,Click element: Card displaying styles under $5,80,530,234,650
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Women's fashion,Card,Card displaying women's fashion items,Click element: Card displaying women's fashion items,246,530,394,646
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Shop A+ tech for students,Banner/Alert,Banner promoting tech deals for students,Click element: Banner promoting tech deals for students,438,454,784,864
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Under $50,Card,Card displaying items under $50,Click element: Card displaying items under $50,450,530,598,646
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Under $100,Card,Card displaying items under $100,Click element: Card displaying items under $100,614,530,764,646
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Small space solutions,Banner/Alert,Banner promoting furniture for small spaces,Click element: Banner promoting furniture for small spaces,824,502,1132,808
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Shop small space furniture & décor,Button,Button to shop small space furniture,Click element: Button to shop small space furniture,824,824,1088,844
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,School tech,Banner/Alert,Banner promoting school tech deals,Click element: Banner promoting school tech deals,1166,442,1526,864
